Category,Weapon Name,Level,Strength,Upgrade_Hacksilver,Upgrade_Rawhide,Upgrade_Stonewood,Upgrade_Petrified Bone,Runic,Vitality,Cooldown,Luck,Upgrade_Whispering Slab,Upgrade_Hardened Remnants,Upgrade_Skap Slag,Upgrade_Glowing Embers,Upgrade_Celestial Fossil,Upgrade_Petrified Bones,Upgrade_Whispering Slabs,Defense,Upgrade_Essence of Hel,Upgrade_Divine Ashes,Upgrade_Sovereign Coals,Upgrade_Gleaming Crystal,Upgrade_Lindwyrm Scales,Upgrade_Slag Deposits,Upgrade_Honed Metal,Upgrade_Luminous Alloy,Upgrade_Dust of Realms,Upgrade_Fortified Remnants,Upgrade_Blazing Embers,Upgrade_Forsaken Breath,Upgrade_Shining Crystal,Total Stats
Draupnir Spear,Battle-Scarred Sauroter,10.0,0.0,20000.0,,,,0.0,43.0,0.0,0.0,,,40.0,,1.0,,,60.0,,,,,,,,,,,,,,103.0
Draupnir Spear,Hind of Volatile Might,6.0,0.0,,,,,0.0,22.0,0.0,0.0,,,,,,,,18.0,,,,,,,,,,,,,,40.0
Draupnir Spear,Hind of Volatile Might,7.0,0.0,9000.0,,,2.0,0.0,26.0,0.0,0.0,,,,,,,,22.0,,,,,,,,,,,,,,48.0
Draupnir Spear,Hind of Volatile Might,8.0,0.0,12000.0,,,,0.0,30.0,0.0,0.0,,,,,,,,25.0,,,,,4.0,,,,,,,,,55.0
Draupnir Spear,Hind of Volatile Might,9.0,0.0,16000.0,,,,0.0,34.0,0.0,0.0,20.0,,,,,,,29.0,,,,20.0,,,,,,,,,,63.0
Draupnir Spear,Hind of Volatile Might,9.1,0.0,17000.0,,,,0.0,38.0,0.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Draupnir Spear,Hind of Volatile Might,9.2,0.0,18000.0,,,,0.0,43.0,0.0,0.0,5.0,,20.0,,,,,36.0,,,,,,,,,,,,,,79.0
Draupnir Spear,Hind of Volatile Might,9.3,0.0,19000.0,,,,0.0,47.0,0.0,0.0,,,30.0,10.0,,,,39.0,,,,,,,,,,,,,,86.0
Draupnir Spear,Hind of Volatile Might,10.0,0.0,20000.0,,,,0.0,51.0,0.0,0.0,,,40.0,,1.0,,,43.0,,,,,,,,,,,,,,94.0
Draupnir Spear,Hind of Weightless Recovery,6.0,0.0,8000.0,,,,0.0,0.0,0.0,22.0,,,,,,,,18.0,,,,,,,,,,,,,,40.0
Draupnir Spear,Hind of Weightless Recovery,7.0,0.0,9000.0,,,2.0,0.0,0.0,0.0,26.0,,,,,,,,22.0,,,,,,,,,,,,,,48.0
Draupnir Spear,Hind of Weightless Recovery,8.0,0.0,12000.0,,,,0.0,0.0,0.0,30.0,,,,,,,,25.0,,,,,4.0,,,,,,,,,55.0
Draupnir Spear,Hind of Weightless Recovery,9.0,0.0,16000.0,,,,0.0,0.0,0.0,34.0,20.0,,,,,,,29.0,,,,20.0,,,,,,,,,,63.0
Draupnir Spear,Hind of Weightless Recovery,9.1,0.0,17000.0,,,,0.0,0.0,0.0,38.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Draupnir Spear,Hind of Weightless Recovery,9.2,0.0,18000.0,,,,0.0,0.0,0.0,43.0,5.0,,20.0,,,,,36.0,,,,,,,,,,,,,,79.0
Draupnir Spear,Hind of Weightless Recovery,9.3,0.0,19000.0,,,,0.0,0.0,0.0,47.0,,,30.0,10.0,,,,39.0,,,,,,,,,,,,,,86.0
Draupnir Spear,Hind of Weightless Recovery,10.0,0.0,20000.0,,,,0.0,0.0,0.0,51.0,,,40.0,,1.0,,,43.0,,,,,,,,,,,,,,94.0
Shield,Rond of Volition,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0
Shield,Rond of Volition,2.0,0.0,350.0,,,,0.0,0.0,0.0,0.0,,,,,,,,4.0,,,,,,3.0,,,,,,,,4.0
Shield,Rond of Volition,3.0,0.0,700.0,,,,0.0,0.0,0.0,0.0,,,,,,,,8.0,,,,,,6.0,,,,,,,,8.0
Shield,Rond of Volition,4.0,0.0,2000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,11.0,,,,,,,2.0,,,,,,,11.0
Shield,Rond of Volition,5.0,0.0,3500.0,,,,0.0,0.0,0.0,0.0,,,,,,,,15.0,,,,,,,4.0,,,,,,,15.0
Shield,Rond of Volition,6.0,0.0,5000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,18.0
Shield,Rond of Volition,7.0,0.0,7500.0,,,,13.0,13.0,13.0,13.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,74.0
Shield,Rond of Volition,8.0,0.0,10000.0,,,,15.0,15.0,15.0,15.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,85.0
Shield,Rond of Volition,9.0,0.0,14000.0,,,,17.0,17.0,17.0,17.0,,,,,,,,29.0,,,,,,,,,30.0,20.0,,,,97.0
Shield,Rond of Aggravation,2.0,0.0,,,,,0.0,3.0,0.0,3.0,,,,,,,,4.0,,,,,,,,,,,,,,10.0
Shield,Rond of Aggravation,3.0,0.0,700.0,,,,0.0,6.0,0.0,6.0,,,,,,,,8.0,,,,,,6.0,,,,,,,,20.0
Shield,Rond of Aggravation,4.0,0.0,2000.0,,,,0.0,9.0,0.0,9.0,,,,,,,,11.0,,,,,,,2.0,,,,,,,29.0
Shield,Rond of Aggravation,5.0,0.0,3500.0,,,,0.0,12.0,0.0,12.0,,,,,,,,15.0,,,,,,,4.0,,,,,,,39.0
Shield,Rond of Aggravation,6.0,0.0,5000.0,,,,0.0,14.0,0.0,14.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,46.0
Shield,Rond of Aggravation,7.0,0.0,7500.0,,,,0.0,17.0,0.0,17.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,56.0
Shield,Rond of Aggravation,8.0,0.0,10000.0,,,,0.0,20.0,0.0,20.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,65.0
Shield,Rond of Aggravation,9.0,0.0,14000.0,,,,0.0,23.0,0.0,23.0,,,,,,,,29.0,,,,,,,,,30.0,20.0,,,,75.0
Shield,Rond of Aggravation,9.1,0.0,15000.0,,,,0.0,26.0,0.0,26.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,84.0
Shield,Rond of Aggravation,9.2,0.0,16000.0,,,,0.0,28.0,0.0,28.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,92.0
Shield,Rond of Aggravation,9.3,0.0,18000.0,,,,0.0,31.0,0.0,31.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,101.0
Shield,Rond of Aggravation,10.0,0.0,20000.0,,,,0.0,34.0,0.0,34.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,111.0
Shield,Rond of Expedition,3.0,0.0,,,,,0.0,0.0,9.0,0.0,,,,,,,,8.0,,,,,,,,,,,,,,17.0
Shield,Rond of Expedition,4.0,0.0,2000.0,,,,0.0,0.0,13.0,0.0,,,,,,,,11.0,,,,,,,2.0,,,,,,,24.0
Shield,Rond of Expedition,5.0,0.0,3500.0,,,,0.0,0.0,17.0,0.0,,,,,,,,15.0,,,,,,,4.0,,,,,,,32.0
Shield,Rond of Expedition,6.0,0.0,5000.0,,,,0.0,0.0,22.0,0.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,40.0
Shield,Rond of Expedition,7.0,0.0,7500.0,,,,0.0,0.0,26.0,0.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,48.0
Shield,Rond of Expedition,8.0,0.0,10000.0,,,,0.0,0.0,30.0,0.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,55.0
Shield,Rond of Expedition,9.0,0.0,14000.0,,,,0.0,0.0,34.0,0.0,,,,,,,,29.0,,,,,,,,,30.0,20.0,,,,63.0
Shield,Rond of Expedition,9.1,0.0,15000.0,,,,0.0,0.0,38.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Shield,Rond of Expedition,9.2,0.0,16000.0,,,,0.0,0.0,43.0,0.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,79.0
Shield,Rond of Expedition,9.3,0.0,18000.0,,,,0.0,0.0,47.0,0.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,86.0
Shield,Rond of Expedition,10.0,0.0,20000.0,,,,0.0,0.0,51.0,0.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,94.0
Shield,Rond of Affliction,3.0,0.0,,,,,6.0,0.0,6.0,0.0,,,,,,,,8.0,,,,,,,,,,,,,,20.0
Shield,Rond of Affliction,4.0,0.0,2000.0,,,,9.0,0.0,9.0,0.0,,,,,,,,11.0,,,,,,,2.0,,,,,,,29.0
Shield,Rond of Affliction,5.0,0.0,3500.0,,,,12.0,0.0,12.0,0.0,,,,,,,,15.0,,,,,,,4.0,,,,,,,39.0
Shield,Rond of Affliction,6.0,0.0,5000.0,,,,14.0,0.0,14.0,0.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,46.0
Shield,Rond of Affliction,7.0,0.0,7500.0,,,,17.0,0.0,17.0,0.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,56.0
Shield,Rond of Affliction,8.0,0.0,10000.0,,,,20.0,0.0,20.0,0.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,65.0
Shield,Rond of Affliction,9.0,0.0,14000.0,,,,23.0,0.0,23.0,0.0,,,,,,,,29.0,,,,,,,,,30.0,,,,45.0,75.0
Shield,Rond of Affliction,9.1,0.0,15000.0,,,,26.0,0.0,26.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,84.0
Shield,Rond of Affliction,9.2,0.0,16000.0,,,,28.0,0.0,28.0,0.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,92.0
Shield,Rond of Affliction,9.3,0.0,18000.0,,,,31.0,0.0,31.0,0.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,101.0
Shield,Rond of Affliction,10.0,0.0,20000.0,,,,34.0,0.0,34.0,0.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,111.0
Shield,Rond of Restoration,4.0,0.0,,,,,0.0,13.0,0.0,0.0,,,,,,,,11.0,,,,,,,,,,,,,,24.0
Shield,Rond of Restoration,5.0,0.0,3500.0,,,,0.0,17.0,0.0,0.0,,,,,,,,15.0,,,,,,,4.0,,,,,,,32.0
Shield,Rond of Restoration,6.0,0.0,5000.0,,,,0.0,22.0,0.0,0.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,40.0
Shield,Rond of Restoration,7.0,0.0,7500.0,,,,0.0,26.0,0.0,0.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,48.0
Shield,Rond of Restoration,8.0,0.0,10000.0,,,,0.0,30.0,0.0,0.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,55.0
Shield,Rond of Restoration,9.0,0.0,14000.0,,,,0.0,34.0,0.0,0.0,,,,,,,,29.0,,,,,,,,,30.0,20.0,,,,63.0
Shield,Rond of Restoration,9.1,0.0,15000.0,,,,0.0,38.0,0.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Shield,Rond of Restoration,9.2,0.0,16000.0,,,,0.0,43.0,0.0,0.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,79.0
Shield,Rond of Restoration,9.3,0.0,18000.0,,,,0.0,47.0,0.0,0.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,86.0
Shield,Rond of Restoration,10.0,0.0,20000.0,,,,0.0,51.0,0.0,0.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,94.0
Shield,Rond of Purification,5.0,17.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,15.0,,,,,,,,,,,,,,32.0
Shield,Rond of Purification,6.0,22.0,5000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,40.0
Shield,Rond of Purification,7.0,26.0,7500.0,,,,0.0,0.0,0.0,0.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,48.0
Shield,Rond of Purification,8.0,30.0,10000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,55.0
Shield,Rond of Purification,9.0,34.0,14000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,29.0,,,,,,,,,30.0,,,,45.0,63.0
Shield,Rond of Purification,9.1,38.0,15000.0,,,,0.0,0.0,0.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Shield,Rond of Purification,9.2,43.0,16000.0,,,,0.0,0.0,0.0,0.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,79.0
Shield,Rond of Purification,9.3,47.0,18000.0,,,,0.0,0.0,0.0,0.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,86.0
Shield,Rond of Purification,10.0,51.0,20000.0,,,,0.0,0.0,0.0,0.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,94.0
Shield,Rond of Deflection,5.0,0.0,3000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,15.0,,,,,,,,,,,,,,15.0
Shield,Rond of Deflection,6.0,0.0,5000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,18.0
Shield,Rond of Deflection,7.0,0.0,7500.0,,,,0.0,0.0,0.0,0.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,22.0
Shield,Rond of Deflection,8.0,0.0,10000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,25.0
Shield,Rond of Deflection,9.0,0.0,14000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,29.0,,,,,,,,,30.0,20.0,,,,29.0
Shield,Rond of Deflection,9.1,0.0,15000.0,,,,0.0,0.0,0.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,32.0
Shield,Rond of Deflection,9.2,0.0,16000.0,,,,0.0,0.0,0.0,0.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,36.0
Shield,Rond of Deflection,9.3,0.0,18000.0,,,,0.0,0.0,0.0,0.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,39.0
Shield,Rond of Deflection,10.0,0.0,20000.0,,,,0.0,0.0,0.0,0.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,43.0
Shield,Rond of Fortification,6.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,40.0,,,,,,,,,,,,,,40.0
Shield,Rond of Fortification,7.0,0.0,7500.0,,,,0.0,0.0,0.0,0.0,,,,,,,,47.0,,,,,,,,2.0,,,,,,47.0
Shield,Rond of Fortification,8.0,0.0,10000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,55.0,,,,,,,,3.0,15.0,,,,,55.0
Shield,Rond of Fortification,9.0,0.0,14000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,63.0,,,,,,,,,30.0,,,,45.0,63.0
Shield,Rond of Fortification,9.1,0.0,15000.0,,,,0.0,0.0,0.0,0.0,,,10.0,,,,,70.0,,,,,,,,,,,,,,70.0
Shield,Rond of Fortification,9.2,0.0,16000.0,,,,0.0,0.0,0.0,0.0,,,20.0,,,,,78.0,,,,,,,,,5.0,,,,,78.0
Shield,Rond of Fortification,9.3,0.0,18000.0,,,,0.0,0.0,0.0,0.0,,,30.0,,,,,86.0,,,,,,,,,,,10.0,,,86.0
Shield,Rond of Fortification,10.0,0.0,20000.0,,,,0.0,0.0,0.0,0.0,,,40.0,,,,,94.0,,,,,,,,,,,,1.0,,94.0
Shield,Rond of the Nine Realms,6.0,0.0,,,,,0.0,0.0,0.0,22.0,,,,,,,,18.0,,,,,,,,,,,,,,40.0
Shield,Rond of the Nine Realms,7.0,0.0,7500.0,,,,0.0,0.0,0.0,26.0,,,,,,,,22.0,,,,,,,,2.0,,,,,,48.0
Shield,Rond of the Nine Realms,8.0,0.0,10000.0,,,,0.0,0.0,0.0,30.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,55.0
Shield,Rond of the Nine Realms,9.0,0.0,14000.0,,,,0.0,0.0,0.0,34.0,,,,,,,,29.0,,,,,,,,,30.0,20.0,,,,63.0
Shield,Rond of the Nine Realms,9.1,0.0,15000.0,,,,0.0,0.0,0.0,38.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Shield,Rond of the Nine Realms,9.2,0.0,16000.0,,,,0.0,0.0,0.0,43.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,79.0
Shield,Rond of the Nine Realms,9.3,0.0,18000.0,,,,0.0,0.0,0.0,47.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,86.0
Shield,Rond of the Nine Realms,10.0,0.0,20000.0,,,,0.0,0.0,0.0,51.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,94.0
Shield,Rond of Absorption,6.0,0.0,,,,,22.0,0.0,0.0,0.0,,,,,,,,18.0,,,,,,,,,,,,,,40.0
Shield,Rond of Absorption,7.0,0.0,,,,,26.0,0.0,0.0,0.0,,,,,,,,22.0,,500.0,,,,,,,,,1.0,,,48.0
Shield,Rond of Absorption,8.0,0.0,,,,,30.0,0.0,0.0,0.0,,,,,,,,25.0,,1000.0,,,,,,,,,2.0,,,55.0
Shield,Rond of Absorption,9.0,0.0,,,,,34.0,0.0,0.0,0.0,,,,,,,,29.0,,1500.0,,,,,,,30.0,,,,45.0,63.0
Shield,Rond of Absorption,9.1,0.0,15000.0,,,,38.0,0.0,0.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Shield,Rond of Absorption,9.2,0.0,16000.0,,,,43.0,0.0,0.0,0.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,79.0
Shield,Rond of Absorption,9.3,0.0,18000.0,,,,47.0,0.0,0.0,0.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,86.0
Shield,Rond of Absorption,10.0,0.0,20000.0,,,,51.0,0.0,0.0,0.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,94.0
Shield,Rond of Disruption,7.0,0.0,,,,,17.0,0.0,0.0,17.0,,,,,,,,22.0,,,,,,,,,,,,,,56.0
Shield,Rond of Disruption,8.0,0.0,10000.0,,,,20.0,0.0,0.0,20.0,,,,,,,,25.0,,,,,,,,3.0,15.0,,,,,65.0
Shield,Rond of Disruption,9.0,0.0,14000.0,,,,23.0,0.0,0.0,23.0,,,,,,,,29.0,,,,,,,,,30.0,,,,45.0,75.0
Shield,Rond of Disruption,9.1,0.0,15000.0,,,,26.0,0.0,0.0,26.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,84.0
Shield,Rond of Disruption,9.2,0.0,16000.0,,,,28.0,0.0,0.0,28.0,,,20.0,,,,,36.0,,,,,,,,,5.0,,,,,92.0
Shield,Rond of Disruption,9.3,0.0,18000.0,,,,31.0,0.0,0.0,31.0,,,30.0,,,,,39.0,,,,,,,,,,,10.0,,,101.0
Shield,Rond of Disruption,10.0,0.0,20000.0,,,,34.0,0.0,0.0,34.0,,,40.0,,,,,43.0,,,,,,,,,,,,1.0,,111.0
Shield,Rond of Obliteration,8.0,10.0,,,,,13.0,13.0,13.0,13.0,,,,,,,,10.0,,,,,,,,,,,,,,72.0
Shield,Rond of Obliteration,9.0,11.0,14000.0,,,,14.0,14.0,14.0,14.0,,,,,,,,11.0,,,,,,,,,30.0,,,,45.0,78.0
