Set Name,Piece Type,Piece Name,Level,Strength,Defense,Upgrade_Hacksilver,Upgrade_Forged Iron,Upgrade_Asgardian Ingot,Runic,Vitality,Cooldown,Luck,Upgrade_Bonded Leather,Upgrade_Smoldering Embers,Upgrade_Skap Slag,Upgrade_Smouldering Embers,Upgrade_Mountain Root,Upgrade_Dwarven Steel,Upgrade_Tempered Remnants,Upgrade_Sparkling Crystal,Upgrade_Asgardian Ingots,Upgrade_Dwaren Steel,Upgrade_Nidavellir Ore,Upgrade_Purified Crystalline,Upgrade_s Broken Cuirass,Upgrade_s Broken Bracers,Upgrade_s Broken Belt,Upgrade_Divine Ashes,Upgrade_Dragon Tooth,Upgrade_Dragon Claw,Total Stats
Radiance Set,Waist,Belt of Radiance,4.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
Radiance Set,Waist,Belt of Radiance,5.0,,36.0,6500.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,36.0
Radiance Set,Waist,Belt of Radiance,6.0,,44.0,10000.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,44.0
Radiance Set,Waist,Belt of Radiance,7.0,,52.0,13500.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,52.0
Radiance Set,Waist,Belt of Radiance,8.0,,60.0,16500.0,,3.0,,,,,,,,,,,,,,,,10.0,,,,,,,60.0
Radiance Set,Waist,Belt of Radiance,9.0,,68.0,25000.0,,,,,,,,,,,,,,10.0,,,,20.0,,,,,,,68.0
Radiance Set,Waist,Belt of Radiance,9.1,,76.0,27500.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,76.0
Radiance Set,Waist,Belt of Radiance,9.2,,94.0,30000.0,,,,,,,5.0,,10.0,,,,,,,,,,,,,,,,94.0
Radiance Set,Waist,Belt of Radiance,9.3,,92.0,32500.0,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,,92.0
Radiance Set,Waist,Belt of Radiance,10.0,,100.0,35000.0,,,,,,,,,30.0,,1.0,,,,,,,,,,,,,,100.0
Spiritual Set,Chest,Spiritual Shoulder Straps,4.0,28.0,22.0,5000.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,78.0
Spiritual Set,Chest,Spiritual Shoulder Straps,5.0,36.0,29.0,10000.0,,,,,36.0,,,,,,,8.0,,,,,,,,,,,,,101.0
Spiritual Set,Chest,Spiritual Shoulder Straps,6.0,44.0,35.0,15000.0,,2.0,,,44.0,,,,,,,,,,,,,,,,,,,,123.0
Spiritual Set,Chest,Spiritual Shoulder Straps,7.0,52.0,42.0,20000.0,,4.0,,,52.0,,,,,,,,,,,,,,,,,,,,146.0
Spiritual Set,Chest,Spiritual Shoulder Straps,8.0,60.0,48.0,25000.0,,5.0,,,60.0,,20.0,,,,,,,,,,,,,,,,,,168.0
Spiritual Set,Chest,Spiritual Shoulder Straps,9.0,68.0,54.0,35000.0,,,,,68.0,,40.0,2.0,,,,,,,,,,,,,,,,,190.0
Spiritual Set,Chest,Spiritual Shoulder Straps,9.1,76.0,61.0,37500.0,,,,,76.0,,,,10.0,,,,,,,,,,,,,,,,213.0
Spiritual Set,Chest,Spiritual Shoulder Straps,9.2,84.0,67.0,40000.0,,,,,84.0,,10.0,,15.0,,,,,,,,,,,,,,,,235.0
Spiritual Set,Chest,Spiritual Shoulder Straps,9.3,92.0,74.0,42500.0,,,,,92.0,,,,30.0,20.0,,,,,,,,,,,,,,,258.0
Spiritual Set,Chest,Spiritual Shoulder Straps,10.0,100.0,80.0,45000.0,,,,,11.0,,,,50.0,,1.0,,,,,,,,,,,,,,191.0
Spiritual Set,Wrist,Spiritual Wraps,4.0,32.0,,3000.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,50.0
Spiritual Set,Wrist,Spiritual Wraps,5.0,41.0,,6500.0,,,,,23.0,,,,,,,4.0,,,,,,,,,,,,,64.0
Spiritual Set,Wrist,Spiritual Wraps,6.0,50.0,,10000.0,,1.0,,,28.0,,,,,,,,,,,,,,,,,,,,78.0
Spiritual Set,Wrist,Spiritual Wraps,7.0,59.0,,13500.0,,2.0,,,33.0,,,,,,,,,,,,,,,,,,,,92.0
Spiritual Set,Wrist,Spiritual Wraps,8.0,68.0,,16500.0,,3.0,,,38.0,,10.0,,,,,,,,,,,,,,,,,,106.0
Spiritual Set,Wrist,Spiritual Wraps,9.0,77.0,,25000.0,,,,,43.0,,20.0,,,,,,5.0,,,,,,,,,,,,120.0
Spiritual Set,Wrist,Spiritual Wraps,9.1,86.0,,27500.0,,,,,48.0,,,,5.0,,,,,,,,,,,,,,,,134.0
Spiritual Set,Wrist,Spiritual Wraps,9.2,95.0,,30000.0,,,,,53.0,,5.0,,10.0,,,,,,,,,,,,,,,,148.0
Spiritual Set,Wrist,Spiritual Wraps,9.3,104.0,,32500.0,,,,,58.0,,,,20.0,10.0,,,,,,,,,,,,,,,162.0
Spiritual Set,Wrist,Spiritual Wraps,10.0,113.0,,35000.0,,,,,63.0,,,,30.0,,1.0,,,,,,,,,,,,,,176.0
Spiritual Set,Waist,Spiritual Belt,4.0,,32.0,3000.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,50.0
Spiritual Set,Waist,Spiritual Belt,5.0,,41.0,6500.0,,,,,23.0,,,,,,,4.0,,,,,,,,,,,,,64.0
Spiritual Set,Waist,Spiritual Belt,6.0,,50.0,10000.0,,1.0,,,28.0,,,,,,,,,,,,,,,,,,,,78.0
Spiritual Set,Waist,Spiritual Belt,7.0,,59.0,13500.0,,2.0,,,33.0,,,,,,,,,,,,,,,,,,,,92.0
Spiritual Set,Waist,Spiritual Belt,8.0,,68.0,16500.0,,3.0,,,38.0,,10.0,,,,,,,,,,,,,,,,,,106.0
Spiritual Set,Waist,Spiritual Belt,9.0,,77.0,25000.0,,,,,43.0,,20.0,,,,,,,10.0,,,,,,,,,,,120.0
Spiritual Set,Waist,Spiritual Belt,9.1,,86.0,27500.0,,,,,48.0,,,,5.0,,,,,,,,,,,,,,,,134.0
Spiritual Set,Waist,Spiritual Belt,9.2,,95.0,30000.0,,,,,53.0,,5.0,,10.0,,,,,,,,,,,,,,,,148.0
Spiritual Set,Waist,Spiritual Belt,9.3,,104.0,32500.0,,,,,58.0,,,,20.0,10.0,,,,,,,,,,,,,,,162.0
Spiritual Set,Waist,Spiritual Belt,10.0,,113.0,35000.0,,,,,63.0,,,,30.0,,1.0,,,,,,,,,,,,,,176.0
Sol's Set,Chest,Sol's Spaulders of Courage,4.0,20.0,28.0,5000.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,76.0
Sol's Set,Chest,Sol's Spaulders of Courage,5.0,25.0,36.0,10000.0,,,,36.0,,,,,,,,8.0,,,,,,,,,,,,,97.0
Sol's Set,Chest,Sol's Spaulders of Courage,6.0,31.0,44.0,15000.0,,2.0,,44.0,,,,,,,,,,,,,,,,,,,,,119.0
Sol's Set,Chest,Sol's Spaulders of Courage,7.0,42.0,52.0,20000.0,,4.0,,52.0,,,,,,,,,,,,,,,,,,,,,146.0
Sol's Set,Chest,Sol's Spaulders of Courage,8.0,48.0,60.0,35000.0,,5.0,,60.0,,,20.0,,,,,,,,,,,,,,,,,,168.0
Sol's Set,Chest,Sol's Spaulders of Courage,9.0,54.0,68.0,35000.0,,,,68.0,,,40.0,2.0,,,,,,,,,,,,,,,,,190.0
Sol's Set,Chest,Sol's Spaulders of Courage,9.1,61.0,76.0,37500.0,,,,76.0,,,,,10.0,,,,,,,,,,,,,,,,213.0
Sol's Set,Chest,Sol's Spaulders of Courage,9.2,67.0,84.0,40000.0,,,,84.0,,,10.0,,15.0,,,,,,,,,,,,,,,,235.0
Sol's Set,Chest,Sol's Spaulders of Courage,9.3,74.0,92.0,42500.0,,,,92.0,,,,,30.0,20.0,,,,,,,,,,,,,,,258.0
Sol's Set,Chest,Sol's Spaulders of Courage,10.0,80.0,100.0,45000.0,,,,100.0,,,,,50.0,,1.0,,,,,,,,,,,,,,280.0
Sol's Set,Wrist,Sol's Wraps of Courage,4.0,30.0,,3000.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,48.0
Sol's Set,Wrist,Sol's Wraps of Courage,5.0,38.0,,6500.0,,,,23.0,,,,,,,,4.0,,,,,,,,,,,,,61.0
Sol's Set,Wrist,Sol's Wraps of Courage,6.0,47.0,,10000.0,,1.0,,28.0,,,,,,,,,,,,,,,,,,,,,75.0
Sol's Set,Wrist,Sol's Wraps of Courage,7.0,59.0,,13500.0,,2.0,,33.0,,,,,,,,,,,,,,,,,,,,,92.0
Sol's Set,Wrist,Sol's Wraps of Courage,8.0,68.0,,16500.0,,3.0,,38.0,,,10.0,,,,,,,,,,,,,,,,,,106.0
Sol's Set,Wrist,Sol's Wraps of Courage,9.0,77.0,,25000.0,,,,43.0,,,20.0,,,,,,5.0,,,,,,,,,,,,120.0
Sol's Set,Wrist,Sol's Wraps of Courage,9.1,86.0,,27500.0,,,,48.0,,,,,5.0,,,,,,,,,,,,,,,,134.0
Sol's Set,Wrist,Sol's Wraps of Courage,9.2,95.0,,30000.0,,,,53.0,,,5.0,,10.0,,,,,,,,,,,,,,,,148.0
Sol's Set,Wrist,Sol's Wraps of Courage,9.3,104.0,,32500.0,,,,58.0,,,,,20.0,10.0,,,,,,,,,,,,,,,162.0
Sol's Set,Wrist,Sol's Wraps of Courage,10.0,113.0,,35000.0,,,,63.0,,,,,30.0,,1.0,,,,,,,,,,,,,,176.0
Sol's Set,Waist,Sol's Belt of Courage,4.0,,30.0,3000.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,48.0
Sol's Set,Waist,Sol's Belt of Courage,5.0,,38.0,6500.0,,,,23.0,,,,,,,,4.0,,,,,,,,,,,,,61.0
Sol's Set,Waist,Sol's Belt of Courage,6.0,,47.0,10000.0,,1.0,,28.0,,,,,,,,,,,,,,,,,,,,,75.0
Sol's Set,Waist,Sol's Belt of Courage,7.0,,59.0,13500.0,,2.0,,33.0,,,,,,,,,,,,,,,,,,,,,92.0
Sol's Set,Waist,Sol's Belt of Courage,8.0,,68.0,16500.0,,3.0,,38.0,,,10.0,,,,,,,,,,,,,,,,,,106.0
Sol's Set,Waist,Sol's Belt of Courage,9.0,,77.0,25000.0,,,,43.0,,,20.0,,,,,,,10.0,,,,,,,,,,,120.0
Sol's Set,Waist,Sol's Belt of Courage,9.1,,86.0,27500.0,,,,48.0,,,,,5.0,,,,,,,,,,,,,,,,134.0
Sol's Set,Waist,Sol's Belt of Courage,9.2,,95.0,30000.0,,,,53.0,,,5.0,,10.0,,,,,,,,,,,,,,,,148.0
Sol's Set,Waist,Sol's Belt of Courage,9.3,,104.0,32500.0,,,,58.0,,,,,20.0,10.0,,,,,,,,,,,,,,,162.0
Sol's Set,Waist,Sol's Belt of Courage,10.0,,113.0,35000.0,,,,63.0,,,,,30.0,,1.0,,,,,,,,,,,,,,176.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,5.0,36.0,29.0,,,,14.0,,,29.0,,,,,,,,,,,,,1.0,,,,,,108.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,6.0,44.0,35.0,15000.0,,2.0,18.0,,,35.0,,,,,,,,,,,,,,,,,,,132.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,7.0,52.0,42.0,20000.0,,4.0,21.0,,,42.0,,,,,,,,,,,,,,,,,,,157.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,8.0,60.0,48.0,25000.0,,5.0,24.0,,,48.0,,,,,,,,,,,,20.0,,,,,,,180.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,9.0,68.0,54.0,35000.0,,,27.0,,,54.0,,2.0,,,,,,,,,,40.0,,,,,,,203.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,9.1,76.0,61.0,37500.0,,,30.0,,,61.0,,,10.0,,,,,,,,,,,,,,,,228.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,9.2,84.0,67.0,40000.0,,,34.0,,,67.0,10.0,,15.0,,,,,,,,,,,,,,,,252.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,9.3,92.0,74.0,42500.0,,,37.0,,,74.0,,,30.0,20.0,,,,,,,,,,,,,,,277.0
Lunda's Lost Set,Chest,Lunda's Lost Cuirass,10.0,100.0,80.0,45000.0,,,40.0,,,80.0,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,5.0,41.0,,,,,9.0,,,18.0,,,,,,,,,,,,,,1.0,,,,,68.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,6.0,50.0,,10000.0,,1.0,11.0,,,22.0,,,,,,,,,,,,,,,,,,,83.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,7.0,59.0,,13500.0,,2.0,13.0,,,26.0,,,,,,,,,,,,,,,,,,,98.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,8.0,68.0,,16500.0,,3.0,15.0,,,30.0,,,,,,,,,,,,10.0,,,,,,,113.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,9.0,77.0,,25000.0,,,17.0,,,34.0,,,,,,,5.0,,,,,20.0,,,,,,,128.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,9.1,86.0,,27500.0,,,19.0,,,38.0,,,5.0,,,,,,,,,,,,,,,,143.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,9.2,95.0,,30000.0,,,21.0,,,42.0,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,9.3,104.0,,32500.0,,,23.0,,,46.0,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Lunda's Lost Set,Wrist,Lunda's Lost Bracers,10.0,113.0,,35000.0,,,25.0,,,30.0,,,30.0,,1.0,,,,,,,,,,,,,,168.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,5.0,,41.0,,,,9.0,,,18.0,,,,,,,,,,,,,,,1.0,,,,68.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,6.0,,50.0,10000.0,,1.0,11.0,,,22.0,,,,,,,,,,,,,,,,,,,83.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,7.0,,59.0,13500.0,,2.0,13.0,,,26.0,,,,,,,,,,,,,,,,,,,98.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,8.0,,68.0,16500.0,,3.0,15.0,,,30.0,,,,,,,,,,,,10.0,,,,,,,113.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,9.0,,77.0,25000.0,,,17.0,,,34.0,,,,,,,,10.0,,,,20.0,,,,,,,128.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,9.1,,86.0,27500.0,,,19.0,,,38.0,,,5.0,,,,,,,,,,,,,,,,143.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,9.2,,95.0,30000.0,,,21.0,,,42.0,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,9.3,,104.0,32500.0,,,23.0,,,46.0,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Lunda's Lost Set,Waist,Lunda's Lost Belt,10.0,,113.0,35000.0,,,25.0,,,50.0,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Guiding Light Set,Chest,Breastplate of Guiding Light,5.0,36.0,29.0,,,,,,,36.0,,,,,,,,,,,,,,,,,,,101.0
Guiding Light Set,Chest,Breastplate of Guiding Light,6.0,44.0,35.0,15000.0,,2.0,,,,44.0,,,,,,,,,,,,,,,,,,,123.0
Guiding Light Set,Chest,Breastplate of Guiding Light,7.0,52.0,42.0,20000.0,,4.0,,,,52.0,,,,,,,,,,,,,,,,,,,146.0
Guiding Light Set,Chest,Breastplate of Guiding Light,8.0,60.0,48.0,25000.0,,5.0,,,,60.0,,,,,,,10.0,,,,,,,,,,,,168.0
Guiding Light Set,Chest,Breastplate of Guiding Light,9.0,68.0,54.0,35000.0,,,,,,68.0,,2.0,,,,,,,,,,40.0,,,,,,,190.0
Guiding Light Set,Chest,Breastplate of Guiding Light,9.1,76.0,61.0,37500.0,,,,,,76.0,,,10.0,,,,,,,,,,,,,,,,213.0
Guiding Light Set,Chest,Breastplate of Guiding Light,9.2,84.0,67.0,40000.0,,,,,,84.0,10.0,,15.0,,,,,,,,,,,,,,,,235.0
Guiding Light Set,Chest,Breastplate of Guiding Light,9.3,92.0,74.0,42500.0,,,,,,92.0,,,30.0,20.0,,,,,,,,,,,,,,,258.0
Guiding Light Set,Chest,Breastplate of Guiding Light,10.0,100.0,80.0,45000.0,,,,,,100.0,,,50.0,,1.0,,,,,,,,,,,,,,280.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,5.0,41.0,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,64.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,6.0,50.0,,10000.0,,1.0,,,,28.0,,,,,,,,,,,,,,,,,,,78.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,7.0,59.0,,13500.0,,2.0,,,,33.0,,,,,,,,,,,,,,,,,,,92.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,8.0,68.0,,1650.0,,,,,,38.0,,,,,,,5.0,,,,,,,,,,,,106.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,9.0,77.0,,25000.0,,,,,,43.0,,,,,,,5.0,,,,,20.0,,,,,,,120.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,9.1,86.0,,27500.0,,,,,,48.0,,,5.0,,,,,,,,,,,,,,,,134.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,9.2,95.0,,30000.0,,,,,,53.0,5.0,,10.0,,,,,,,,,,,,,,,,148.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,9.3,104.0,,32500.0,,,,,,58.0,,,20.0,10.0,,,,,,,,,,,,,,,162.0
Guiding Light Set,Wrist,Gauntlets of Guiding Light,10.0,113.0,,35000.0,,,,,,63.0,,,30.0,,1.0,,,,,,,,,,,,,,176.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,5.0,,41.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,,64.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,6.0,,50.0,10000.0,,1.0,,,,28.0,,,,,,,,,,,,,,,,,,,78.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,7.0,,59.0,13500.0,,2.0,,,,33.0,,,,,,,,,,,,,,,,,,,92.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,8.0,,68.0,16500.0,,,,,,38.0,,,,,,,5.0,,,,,,,,,,,,106.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,9.0,,77.0,25000.0,,,,,,43.0,,,,,,,,10.0,,,,20.0,,,,,,,120.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,9.1,,86.0,27500.0,,,,,,48.0,,,5.0,,,,,,,,,,,,,,,,134.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,9.2,,95.0,30000.0,,,,,,53.0,5.0,,10.0,,,,,,,,,,,,,,,,148.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,9.3,,104.0,32500.0,,,,,,58.0,,,20.0,10.0,,,,,,,,,,,,,,,162.0
Guiding Light Set,Waist,Waist Guard of Guiding Light,10.0,,113.0,35000.0,,,,,,63.0,,,30.0,,1.0,,,,,,,,,,,,,,176.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,5.0,32.0,36.0,8500.0,,,11.0,,,36.0,,,,,,,,,,,,,,,,,,,115.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,6.0,35.0,44.0,15000.0,,2.0,13.0,,,40.0,,,,,,,,,,,,,,,,,,,132.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,7.0,42.0,52.0,20000.0,,4.0,16.0,,,47.0,,,,,,,,,,,,,,,,,,,157.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,8.0,48.0,60.0,25000.0,,5.0,18.0,,,54.0,20.0,,,,,,,,,,,,,,,,,,180.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,9.0,54.0,68.0,35000.0,,,20.0,,,61.0,40.0,2.0,,,,,,,,,,,,,,,,,203.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,9.1,61.0,76.0,37500.0,,,23.0,,,68.0,,,10.0,,,,,,,,,,,,,,,,228.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,9.2,67.0,84.0,40000.0,,,25.0,,,76.0,10.0,,15.0,,,,,,,,,,,,,,,,252.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,9.3,74.0,92.0,42500.0,,,28.0,,,83.0,,,30.0,20.0,,,,,,,,,,,,,,,277.0
Giptumadr's Set,Chest,Giptumadr's Breastplate,10.0,80.0,100.0,45000.0,,,30.0,,,90.0,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,5.0,43.0,,6000.0,,,7.0,,,23.0,,,,,,,,,,,,,,,,,,,73.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,6.0,50.0,,10000.0,,1.0,8.0,,,25.0,,,,,,,,,,,,,,,,,,,83.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,7.0,59.0,,13500.0,,2.0,10.0,,,29.0,,,,,,,,,,,,,,,,,,,98.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,8.0,68.0,,16500.0,,3.0,11.0,,,34.0,10.0,,,,,,,,,,,,,,,,,,113.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,9.0,77.0,,25000.0,,,13.0,,,38.0,20.0,,,,,,5.0,,,,,,,,,,,,128.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,9.1,86.0,,27500.0,,,14.0,,,43.0,,,5.0,,,,,,,,,,,,,,,,143.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,9.2,95.0,,30000.0,,,16.0,,,47.0,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,9.3,104.0,,32500.0,,,17.0,,,52.0,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Giptumadr's Set,Wrist,Giptumadr's Gauntlets,10.0,113.0,,35000.0,,,19.0,,,56.0,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,5.0,,43.0,6000.0,,,7.0,,,23.0,,,,,,,,,,,,,,,,,,,73.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,6.0,,50.0,10000.0,,1.0,8.0,,,25.0,,,,,,,,,,,,,,,,,,,83.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,7.0,,59.0,13500.0,,2.0,10.0,,,29.0,,,,,,,,,,,,,,,,,,,98.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,8.0,,68.0,16500.0,,3.0,11.0,,,34.0,10.0,,,,,,,,,,,,,,,,,,113.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,9.0,,77.0,25000.0,,,13.0,,,38.0,20.0,,,,,,,10.0,,,,,,,,,,,128.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,9.1,,86.0,27500.0,,,14.0,,,43.0,,,5.0,,,,,,,,,,,,,,,,143.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,9.2,,95.0,30000.0,,,16.0,,,47.0,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,9.3,,104.0,32500.0,,,17.0,,,52.0,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Giptumadr's Set,Waist,Giptumadr's Waist Guard,10.0,,113.0,35000.0,,,19.0,,,56.0,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,5.0,32.0,36.0,8500.0,,,14.0,,32.0,,,,,,,,,,,,,,,,,,,,114.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,6.0,35.0,44.0,15000.0,,2.0,18.0,,35.0,,,,,,,,,,,,,,,,,,,,132.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,7.0,42.0,52.0,20000.0,,4.0,21.0,,42.0,,,,,,,,,,,,,,,,,,,,157.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,8.0,48.0,60.0,25000.0,,5.0,24.0,,48.0,,20.0,,,,,,,,,,,,,,,,,,180.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,9.0,54.0,68.0,35000.0,,,27.0,,54.0,,40.0,2.0,,,,,,,,,,,,,,,,,203.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,9.1,61.0,76.0,37500.0,,,30.0,,61.0,,,,10.0,,,,,,,,,,,,,,,,228.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,9.2,67.0,84.0,40000.0,,,34.0,,67.0,,10.0,,15.0,,,,,,,,,,,,,,,,252.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,9.3,74.0,92.0,42500.0,,,37.0,,74.0,,,,30.0,20.0,,,,,,,,,,,,,,,277.0
Mani's Wisdom Set,Chest,Mani's Pauldron of Wisdom,10.0,80.0,100.0,45000.0,,,40.0,,80.0,,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,5.0,43.0,,6000.0,,,9.0,,20.0,,,,,,,,,,,,,,,,,,,,72.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,6.0,50.0,,10000.0,,1.0,11.0,,22.0,,,,,,,,,,,,,,,,,,,,83.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,7.0,59.0,,13500.0,,2.0,13.0,,26.0,,,,,,,,,,,,,,,,,,,,98.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,8.0,68.0,,16500.0,,3.0,15.0,,30.0,,10.0,,,,,,,,,,,,,,,,,,113.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,9.0,77.0,,25000.0,,,17.0,,34.0,,20.0,,,,,,5.0,,,,,,,,,,,,128.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,9.1,86.0,,27500.0,,,19.0,,38.0,,,,5.0,,,,,,,,,,,,,,,,143.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,9.2,95.0,,30000.0,,,21.0,,42.0,,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,9.3,104.0,,32500.0,,,23.0,,46.0,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Mani's Wisdom Set,Wrist,Mani's Bracers of Wisdom,10.0,113.0,,35000.0,,,25.0,,50.0,,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,5.0,,43.0,6000.0,,,9.0,,20.0,,,,,,,,,,,,,,,,,,,,72.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,6.0,,50.0,10000.0,,1.0,11.0,,22.0,,,,,,,,,,,,,,,,,,,,83.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,7.0,,59.0,13500.0,,2.0,13.0,,26.0,,,,,,,,,,,,,,,,,,,,98.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,8.0,,68.0,16500.0,,3.0,15.0,,30.0,,10.0,,,,,,,,,,,,,,,,,,113.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,9.0,,77.0,25000.0,,,17.0,,34.0,,20.0,,,,,,,10.0,,,,,,,,,,,128.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,9.1,86.0,,27500.0,,,19.0,,38.0,,,,5.0,,,,,,,,,,,,,,,,143.0
